Flow_ID,Src_IP,Src_Port,Dst_IP,Dst_Port,Timestamp,Flow_Duration,TotLen_Fwd_Pkts,TotLen_Bwd_Pkts,Bwd_Pkt_Len_Max,Flow_Byts/s,Flow_Pkts/s,Flow_IAT_Mean,Flow_IAT_Std,Flow_IAT_Max,Flow_IAT_Min,Fwd_IAT_Tot,Bwd_IAT_Tot,Bwd_IAT_Mean,Bwd_IAT_Std,Bwd_IAT_Max,Bwd_Header_Len,Fwd_Pkts/s,Bwd_Pkts/s,Pkt_Len_Std,FIN_Flag_Cnt,Pkt_Size_Avg,Init_Bwd_Win_Byts,Idle_Mean,Idle_Max,Idle_Min,Label
12691,25886,52727,200,9020,2075,147,0.0,0.0,0.0,0.0,20408.16,73.5,3.54,76.0,71.0,71.0,0.0,0.0,0.0,0.0,32,13605.44,6802.72,0.0,0,0.0,32679,73.5,76.0,71.0,1
13869,25883,62742,233,8043,3493,11,18.0,18.0,18.0,3272727.27,181818.18,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,8,90909.09,90909.09,0.0,0,27.0,-1,11.0,11.0,11.0,1
12691,25886,52727,200,9020,2083,76,0.0,2776.0,1388.0,36526315.79,26315.79,76.0,0.0,76.0,76.0,0.0,76.0,76.0,0.0,76.0,64,0.0,26315.79,0.0,0,2082.0,1869,76.0,76.0,76.0,1
13711,25883,60161,233,8899,3264,13,128.0,32.0,32.0,12307692.31,384615.38,3.25,1.26,5.0,2.0,8.0,0.0,0.0,0.0,0.0,8,307692.31,76923.08,0.0,0,38.4,-1,3.25,5.0,2.0,1
13718,25883,60168,233,8899,3267,15,32.0,32.0,32.0,4266666.67,133333.33,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,8,66666.67,66666.67,0.0,0,48.0,-1,15.0,15.0,15.0,1
65,25889,52779,112,443,210,143,0.0,2896.0,1448.0,20251748.25,13986.01,143.0,0.0,143.0,143.0,0.0,143.0,143.0,0.0,143.0,64,0.0,13986.01,0.0,0,2172.0,64,143.0,143.0,143.0,1
26409,38259,2486,200,554,3671,5486,0.0,0.0,0.0,0.0,364.56,5486.0,0.0,5486.0,5486.0,0.0,5486.0,5486.0,0.0,5486.0,44,0.0,364.56,0.0,0,0.0,14600,5486.0,5486.0,5486.0,1
12447,25883,56361,203,10101,3326,260,4290.0,1430.0,1430.0,22000000.0,15384.62,86.67,25.48,116.0,70.0,186.0,0.0,0.0,0.0,0.0,8,11538.46,3846.15,0.0,0,1787.5,-1,86.67,116.0,70.0,1
12722,25886,56266,200,9020,1363,120,0.0,1418.0,1388.0,11816666.67,16666.67,120.0,0.0,120.0,120.0,0.0,120.0,120.0,0.0,120.0,64,0.0,16666.67,784.04,0,1403.0,1869,120.0,120.0,120.0,1
47158,9,443,205,51875,2970,121,1448.0,1448.0,1448.0,23933884.3,16528.93,121.0,0.0,121.0,121.0,0.0,0.0,0.0,0.0,0.0,32,8264.46,8264.46,0.0,0,2172.0,252,121.0,121.0,121.0,1
12682,25883,9020,203,49784,2779,513,2776.0,1388.0,1388.0,8116959.06,5847.95,256.5,60.1,299.0,214.0,299.0,0.0,0.0,0.0,0.0,32,3898.64,1949.32,0.0,0,1850.67,1869,256.5,299.0,214.0,0
47158,9,443,205,51875,2941,122,1448.0,1448.0,1448.0,23737704.92,16393.44,122.0,0.0,122.0,122.0,0.0,0.0,0.0,0.0,0.0,32,8196.72,8196.72,0.0,0,2172.0,252,122.0,122.0,122.0,1
13969,25883,64780,233,9988,3241,30,160.0,32.0,32.0,6400000.0,200000.0,6.0,4.3,12.0,2.0,21.0,0.0,0.0,0.0,0.0,8,166666.67,33333.33,0.0,0,37.33,-1,6.0,12.0,2.0,1
47156,7,443,205,43238,3534,180,1441.0,1441.0,1441.0,16011111.11,11111.11,180.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,32,5555.56,5555.56,0.0,0,2161.5,252,180.0,180.0,180.0,1
12697,25883,9020,203,52919,587,75,0.0,0.0,0.0,0.0,26666.67,75.0,0.0,75.0,75.0,0.0,75.0,75.0,0.0,75.0,64,0.0,26666.67,0.0,0,0.0,32768,75.0,75.0,75.0,1
64009,25889,51111,463,443,1394,116,0.0,2896.0,1448.0,24965517.24,17241.38,116.0,0.0,116.0,116.0,0.0,116.0,116.0,0.0,116.0,64,0.0,17241.38,0.0,0,2172.0,155,116.0,116.0,116.0,1
63115,25889,51252,283,443,3519,245,0.0,4344.0,1448.0,17730612.24,12244.9,122.5,12.02,131.0,114.0,0.0,245.0,122.5,12.02,131.0,96,0.0,12244.9,0.0,0,1930.67,164,122.5,131.0,114.0,1
61785,25889,49438,233,8011,3476,16,70.0,35.0,35.0,6562500.0,187500.0,8.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,8,125000.0,62500.0,0.0,0,46.67,-1,8.0,8.0,8.0,1
12447,25883,56361,203,10101,3381,146,0.0,96.0,32.0,657534.25,20547.95,73.0,1.41,74.0,72.0,0.0,146.0,73.0,1.41,74.0,24,0.0,20547.95,0.0,0,42.67,-1,73.0,74.0,72.0,1
12446,25883,10000,203,10101,3460,281,20.0,20.0,20.0,142348.75,7117.44,281.0,0.0,281.0,281.0,0.0,0.0,0.0,0.0,0.0,8,3558.72,3558.72,0.0,0,30.0,-1,281.0,281.0,281.0,1
13662,25883,60112,233,8899,3257,99,32.0,32.0,32.0,646464.65,20202.02,99.0,0.0,99.0,99.0,0.0,0.0,0.0,0.0,0.0,8,10101.01,10101.01,0.0,0,48.0,-1,99.0,99.0,99.0,1
58143,19710,1293,205,19604,477,855,0.0,0.0,0.0,0.0,2339.18,855.0,0.0,855.0,855.0,0.0,855.0,855.0,0.0,855.0,40,0.0,2339.18,0.0,0,0.0,0,0.0,0.0,0.0,1
13157,25883,51990,233,8899,3237,3,32.0,32.0,32.0,21333333.33,666666.67,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,8,333333.33,333333.33,0.0,0,48.0,-1,3.0,3.0,3.0,1
62494,25889,60220,233,8899,3255,44,32.0,32.0,32.0,1454545.45,45454.55,44.0,0.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,8,22727.27,22727.27,0.0,0,48.0,-1,44.0,44.0,44.0,1
12446,25883,10000,203,10101,3470,216,2860.0,1430.0,1430.0,19861111.11,13888.89,108.0,50.91,144.0,72.0,72.0,0.0,0.0,0.0,0.0,8,9259.26,4629.63,0.0,0,1906.67,-1,108.0,144.0,72.0,1
12682,25883,9020,203,49784,2619,115,30.0,1388.0,1388.0,12330434.78,17391.3,115.0,0.0,115.0,115.0,0.0,0.0,0.0,0.0,0.0,32,8695.65,8695.65,784.04,0,1403.0,1869,115.0,115.0,115.0,0
12447,25883,56361,203,10101,3331,73,0.0,72.0,40.0,986301.37,27397.26,73.0,0.0,73.0,73.0,0.0,73.0,73.0,0.0,73.0,16,0.0,27397.26,4.62,0,56.0,-1,73.0,73.0,73.0,1
63940,25889,48701,297,7000,1447,77,0.0,2368.0,1460.0,30753246.75,25974.03,77.0,0.0,77.0,77.0,0.0,77.0,77.0,0.0,77.0,40,0.0,25974.03,318.7,0,1914.0,30016,77.0,77.0,77.0,1
61883,25889,51992,233,8899,3195,21,32.0,32.0,32.0,3047619.05,95238.1,21.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,8,47619.05,47619.05,0.0,0,48.0,-1,21.0,21.0,21.0,1
12447,25883,56361,203,10101,3339,76,1430.0,1430.0,1430.0,37631578.95,26315.79,76.0,0.0,76.0,76.0,0.0,0.0,0.0,0.0,0.0,8,13157.89,13157.89,0.0,0,2145.0,-1,76.0,76.0,76.0,1
47156,7,443,205,43238,3485,79,1441.0,1441.0,1441.0,36481012.66,25316.46,79.0,0.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,32,12658.23,12658.23,0.0,0,2161.5,252,79.0,79.0,79.0,1
20672,32532,2512,200,554,3628,9490,0.0,0.0,0.0,0.0,210.75,9490.0,0.0,9490.0,9490.0,0.0,9490.0,9490.0,0.0,9490.0,44,0.0,210.75,0.0,0,0.0,14600,9490.0,9490.0,9490.0,1
41799,53630,6918,200,554,3670,2352,0.0,0.0,0.0,0.0,850.34,2352.0,0.0,2352.0,2352.0,0.0,2352.0,2352.0,0.0,2352.0,44,0.0,850.34,0.0,0,0.0,14600,2352.0,2352.0,2352.0,1
47158,9,443,205,51875,2920,89,1448.0,1448.0,1448.0,32539325.84,22471.91,89.0,0.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,32,11235.96,11235.96,0.0,0,2172.0,252,89.0,89.0,89.0,1
52620,9823,7461,205,19604,522,1499,0.0,0.0,0.0,0.0,1334.22,1499.0,0.0,1499.0,1499.0,0.0,1499.0,1499.0,0.0,1499.0,40,0.0,1334.22,0.0,0,0.0,0,1499.0,1499.0,1499.0,1
47156,7,443,205,43238,3203,75,1441.0,1441.0,1441.0,38426666.67,26666.67,75.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,32,13333.33,13333.33,0.0,0,2161.5,252,75.0,75.0,75.0,1
13970,25883,64781,233,9988,3218,65,64.0,32.0,32.0,1476923.08,46153.85,32.5,23.33,49.0,16.0,49.0,0.0,0.0,0.0,0.0,8,30769.23,15384.62,0.0,0,42.67,-1,32.5,49.0,16.0,1
327,25889,53410,188,443,302,88,0.0,0.0,0.0,0.0,22727.27,88.0,0.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,32,11363.64,11363.64,0.0,0,0.0,3939,88.0,88.0,88.0,1
64013,25889,38218,465,443,1346,116,0.0,2896.0,1448.0,24965517.24,17241.38,116.0,0.0,116.0,116.0,0.0,116.0,116.0,0.0,116.0,64,0.0,17241.38,0.0,0,2172.0,164,116.0,116.0,116.0,1
62353,25889,60079,233,8899,3228,10,32.0,32.0,32.0,6400000.0,200000.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8,100000.0,100000.0,0.0,0,48.0,-1,10.0,10.0,10.0,1
62390,25889,60116,233,8899,3234,42,288.0,32.0,32.0,7619047.62,238095.24,4.67,2.92,11.0,2.0,31.0,0.0,0.0,0.0,0.0,8,214285.71,23809.52,0.0,0,35.2,-1,4.67,11.0,2.0,1
13160,25883,51993,233,8899,3206,16,32.0,32.0,32.0,4000000.0,125000.0,16.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,8,62500.0,62500.0,0.0,0,48.0,-1,16.0,16.0,16.0,1
47158,9,443,205,51875,2975,75,1448.0,1448.0,1448.0,38613333.33,26666.67,75.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,32,13333.33,13333.33,0.0,0,2172.0,252,75.0,75.0,75.0,1
12723,25886,56275,200,9020,1504,138,0.0,2776.0,1388.0,20115942.03,14492.75,138.0,0.0,138.0,138.0,0.0,138.0,138.0,0.0,138.0,64,0.0,14492.75,0.0,0,2082.0,1869,138.0,138.0,138.0,1
12446,25883,10000,203,10101,3498,83,20.0,20.0,20.0,481927.71,24096.39,83.0,0.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,8,12048.19,12048.19,0.0,0,30.0,-1,83.0,83.0,83.0,1
43432,55262,4007,200,554,3633,3069,0.0,0.0,0.0,0.0,651.68,3069.0,0.0,3069.0,3069.0,0.0,3069.0,3069.0,0.0,3069.0,44,0.0,651.68,0.0,0,0.0,14600,3069.0,3069.0,3069.0,1
62426,25889,60152,233,8899,3242,2,32.0,32.0,32.0,32000000.0,1000000.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,8,500000.0,500000.0,0.0,0,48.0,-1,2.0,2.0,2.0,1
13972,25883,64783,233,9988,3233,50,96.0,32.0,32.0,2560000.0,80000.0,16.67,7.64,25.0,10.0,35.0,0.0,0.0,0.0,0.0,8,60000.0,20000.0,0.0,0,40.0,-1,16.67,25.0,10.0,1
54002,12275,3802,205,19604,474,1360,0.0,0.0,0.0,0.0,1470.59,1360.0,0.0,1360.0,1360.0,0.0,1360.0,1360.0,0.0,1360.0,40,0.0,1470.59,0.0,0,0.0,0,1360.0,1360.0,1360.0,1
13680,25883,60130,233,8899,3263,59,96.0,32.0,32.0,2169491.53,67796.61,19.67,19.5,42.0,6.0,48.0,0.0,0.0,0.0,0.0,8,50847.46,16949.15,0.0,0,40.0,-1,19.67,42.0,6.0,1
12687,25886,52704,200,9020,1728,151,0.0,1418.0,1388.0,9390728.48,13245.03,151.0,0.0,151.0,151.0,0.0,151.0,151.0,0.0,151.0,64,0.0,13245.03,784.04,0,1403.0,1869,151.0,151.0,151.0,1
46784,25906,9600,204,36762,2244,123,255.0,287.0,287.0,4406504.07,16260.16,123.0,0.0,123.0,123.0,0.0,0.0,0.0,0.0,0.0,20,8130.08,8130.08,18.48,0,414.5,47,123.0,123.0,123.0,1
12685,25886,49796,200,9020,2896,443,0.0,4164.0,1388.0,9399548.53,6772.01,221.5,79.9,278.0,165.0,0.0,443.0,221.5,79.9,278.0,96,0.0,6772.01,0.0,0,1850.67,1869,221.5,278.0,165.0,0
12682,25883,9020,203,49784,2645,112,1388.0,1388.0,1388.0,24785714.29,17857.14,112.0,0.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,32,8928.57,8928.57,0.0,0,2082.0,1869,112.0,112.0,112.0,0
12446,25883,10000,203,10101,3465,258,60.0,20.0,20.0,310077.52,15503.88,86.0,26.85,117.0,70.0,141.0,0.0,0.0,0.0,0.0,8,11627.91,3875.97,0.0,0,25.0,-1,86.0,117.0,70.0,1
12446,25883,10000,203,10101,3489,264,4290.0,122.0,122.0,16712121.21,15151.52,88.0,27.71,120.0,72.0,192.0,0.0,0.0,0.0,0.0,8,11363.64,3787.88,716.42,0,1133.5,-1,88.0,120.0,72.0,1
360,25883,0,199,0,532,16182,0.0,0.0,0.0,0.0,123.59,16182.0,0.0,16182.0,16182.0,0.0,16182.0,16182.0,0.0,16182.0,0,0.0,123.59,0.0,0,0.0,-1,16182.0,16182.0,16182.0,1
12446,25883,10000,203,10101,3482,279,3210.0,1430.0,1430.0,16630824.37,14336.92,93.0,28.69,126.0,74.0,200.0,0.0,0.0,0.0,0.0,8,10752.69,3584.23,482.99,0,1517.5,-1,93.0,126.0,74.0,1
12447,25883,56361,203,10101,3313,250,2880.0,1430.0,1430.0,17240000.0,16000.0,83.33,23.29,110.0,67.0,177.0,0.0,0.0,0.0,0.0,8,12000.0,4000.0,630.57,0,1435.0,-1,83.33,110.0,67.0,1
12447,25883,56361,203,10101,3331,219,60.0,20.0,20.0,365296.8,18264.84,73.0,1.0,74.0,72.0,146.0,0.0,0.0,0.0,0.0,8,13698.63,4566.21,0.0,0,25.0,-1,73.0,74.0,72.0,1
62492,25889,60218,233,8899,3255,216,32.0,32.0,32.0,296296.3,9259.26,216.0,0.0,216.0,216.0,0.0,0.0,0.0,0.0,0.0,8,4629.63,4629.63,0.0,0,48.0,-1,216.0,216.0,216.0,1
12447,25883,56361,203,10101,3354,219,1106.0,1430.0,1430.0,11579908.68,18264.84,73.0,1.73,75.0,72.0,144.0,0.0,0.0,0.0,0.0,8,13698.63,4566.21,721.31,0,991.5,-1,73.0,75.0,72.0,1
62786,25889,46007,235,443,2959,114,0.0,2896.0,1448.0,25403508.77,17543.86,114.0,0.0,114.0,114.0,0.0,114.0,114.0,0.0,114.0,64,0.0,17543.86,0.0,0,2172.0,139,114.0,114.0,114.0,1
47156,7,443,205,43238,3354,123,0.0,0.0,0.0,0.0,16260.16,123.0,0.0,123.0,123.0,0.0,123.0,123.0,0.0,123.0,64,0.0,16260.16,0.0,0,0.0,8170,123.0,123.0,123.0,1
12695,25886,52739,200,9020,2388,148,0.0,2776.0,1388.0,18756756.76,13513.51,148.0,0.0,148.0,148.0,0.0,148.0,148.0,0.0,148.0,64,0.0,13513.51,0.0,0,2082.0,1869,148.0,148.0,148.0,1
12446,25883,10000,203,10101,3471,79,0.0,72.0,40.0,911392.41,25316.46,79.0,0.0,79.0,79.0,0.0,79.0,79.0,0.0,79.0,16,0.0,25316.46,4.62,0,56.0,-1,79.0,79.0,79.0,1
12447,25883,56361,203,10101,3363,112,1430.0,20.0,20.0,12946428.57,17857.14,112.0,0.0,112.0,112.0,0.0,0.0,0.0,0.0,0.0,8,8928.57,8928.57,814.06,0,735.0,-1,112.0,112.0,112.0,1
47156,7,443,205,43238,3567,253,1441.0,1441.0,1441.0,11391304.35,7905.14,253.0,0.0,253.0,253.0,0.0,0.0,0.0,0.0,0.0,32,3952.57,3952.57,0.0,0,2161.5,252,253.0,253.0,253.0,1
12682,25883,9020,203,49784,2819,85,0.0,0.0,0.0,0.0,23529.41,85.0,0.0,85.0,85.0,0.0,85.0,85.0,0.0,85.0,64,0.0,23529.41,0.0,0,0.0,32768,85.0,85.0,85.0,0
3031,5100,1832,200,554,3697,2077,0.0,0.0,0.0,0.0,962.93,2077.0,0.0,2077.0,2077.0,0.0,2077.0,2077.0,0.0,2077.0,44,0.0,962.93,0.0,0,0.0,14600,2077.0,2077.0,2077.0,1
4615,8678,2434,200,554,3698,2223,0.0,0.0,0.0,0.0,899.69,2223.0,0.0,2223.0,2223.0,0.0,2223.0,2223.0,0.0,2223.0,44,0.0,899.69,0.0,0,0.0,14600,2223.0,2223.0,2223.0,1
36709,48547,8482,200,554,3668,8918,0.0,0.0,0.0,0.0,224.27,8918.0,0.0,8918.0,8918.0,0.0,8918.0,8918.0,0.0,8918.0,44,0.0,224.27,0.0,0,0.0,14600,8918.0,8918.0,8918.0,1
47158,9,443,205,51875,2940,115,1448.0,1448.0,1448.0,25182608.7,17391.3,115.0,0.0,115.0,115.0,0.0,0.0,0.0,0.0,0.0,32,8695.65,8695.65,0.0,0,2172.0,252,115.0,115.0,115.0,1
12690,25886,52717,200,9020,1912,130,0.0,2776.0,1388.0,21353846.15,15384.62,130.0,0.0,130.0,130.0,0.0,130.0,130.0,0.0,130.0,64,0.0,15384.62,0.0,0,2082.0,1869,130.0,130.0,130.0,1
47156,7,443,205,43238,3510,240,1441.0,1441.0,1441.0,12008333.33,8333.33,240.0,0.0,240.0,240.0,0.0,0.0,0.0,0.0,0.0,32,4166.67,4166.67,0.0,0,2161.5,252,240.0,240.0,240.0,1
13614,25883,60066,233,8011,3462,10,35.0,35.0,35.0,7000000.0,200000.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,8,100000.0,100000.0,0.0,0,52.5,-1,10.0,10.0,10.0,1
12717,25886,56211,200,9020,1023,146,0.0,0.0,0.0,0.0,20547.95,73.0,0.0,73.0,73.0,73.0,0.0,0.0,0.0,0.0,32,13698.63,6849.32,0.0,0,0.0,32421,73.0,73.0,73.0,1
37871,49706,5197,200,554,3622,3619,0.0,0.0,0.0,0.0,828.96,1809.5,2235.16,3390.0,229.0,0.0,3619.0,3619.0,0.0,3619.0,44,276.32,552.64,0.0,0,0.0,14600,3390.0,3390.0,3390.0,1
12722,25886,56266,200,9020,1313,149,0.0,0.0,0.0,0.0,20134.23,74.5,0.71,75.0,74.0,74.0,0.0,0.0,0.0,0.0,32,13422.82,6711.41,0.0,0,0.0,32679,74.5,75.0,74.0,1
12447,25883,56361,203,10101,3329,265,40.0,20.0,20.0,226415.09,11320.75,132.5,82.73,191.0,74.0,74.0,0.0,0.0,0.0,0.0,8,7547.17,3773.58,0.0,0,26.67,-1,132.5,191.0,74.0,1
12695,25886,52739,200,9020,2392,137,0.0,0.0,0.0,0.0,14598.54,137.0,0.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0,32,7299.27,7299.27,0.0,0,0.0,32679,137.0,137.0,137.0,1
12682,25883,9020,203,49784,2825,175,1388.0,1388.0,1388.0,15862857.14,11428.57,175.0,0.0,175.0,175.0,0.0,0.0,0.0,0.0,0.0,32,5714.29,5714.29,0.0,0,2082.0,1869,175.0,175.0,175.0,0
12690,25886,52717,200,9020,1976,149,0.0,0.0,0.0,0.0,20134.23,74.5,2.12,76.0,73.0,73.0,0.0,0.0,0.0,0.0,32,13422.82,6711.41,0.0,0,0.0,32679,74.5,76.0,73.0,1
12682,25883,9020,203,49784,2767,531,2776.0,1388.0,1388.0,7841807.91,5649.72,265.5,125.16,354.0,177.0,354.0,0.0,0.0,0.0,0.0,32,3766.48,1883.24,0.0,0,1850.67,1869,265.5,354.0,177.0,0
12690,25886,52717,200,9020,1913,146,0.0,2776.0,1388.0,19013698.63,13698.63,146.0,0.0,146.0,146.0,0.0,146.0,146.0,0.0,146.0,64,0.0,13698.63,0.0,0,2082.0,1869,146.0,146.0,146.0,1
63115,25889,51252,283,443,3378,235,0.0,2896.0,1448.0,12323404.26,8510.64,235.0,0.0,235.0,235.0,0.0,235.0,235.0,0.0,235.0,64,0.0,8510.64,0.0,0,2172.0,147,235.0,235.0,235.0,1
12690,25883,9020,203,52717,1934,117,30.0,1388.0,1388.0,12119658.12,17094.02,117.0,0.0,117.0,117.0,0.0,0.0,0.0,0.0,0.0,32,8547.01,8547.01,784.04,0,1403.0,1869,117.0,117.0,117.0,1
12690,25886,52717,200,9020,1795,114,0.0,1418.0,1388.0,12438596.49,17543.86,114.0,0.0,114.0,114.0,0.0,114.0,114.0,0.0,114.0,64,0.0,17543.86,784.04,0,1403.0,1869,114.0,114.0,114.0,1
12691,25886,52727,200,9020,2062,147,0.0,1418.0,1388.0,9646258.5,13605.44,147.0,0.0,147.0,147.0,0.0,147.0,147.0,0.0,147.0,64,0.0,13605.44,784.04,0,1403.0,1869,147.0,147.0,147.0,1
13965,25883,64776,233,9988,3234,103,352.0,32.0,32.0,3728155.34,116504.85,9.36,10.14,33.0,4.0,98.0,0.0,0.0,0.0,0.0,8,106796.12,9708.74,0.0,0,34.67,-1,9.36,33.0,4.0,1
12682,25883,9020,203,49784,2660,374,0.0,0.0,0.0,0.0,5347.59,374.0,0.0,374.0,374.0,0.0,374.0,374.0,0.0,374.0,64,0.0,5347.59,0.0,0,0.0,32709,374.0,374.0,374.0,0
13702,25883,60152,233,8899,3263,173,64.0,32.0,32.0,554913.29,17341.04,86.5,120.92,172.0,1.0,172.0,0.0,0.0,0.0,0.0,8,11560.69,5780.35,0.0,0,42.67,-1,172.0,172.0,172.0,1
47158,9,443,205,51875,2927,79,1448.0,1448.0,1448.0,36658227.85,25316.46,79.0,0.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,32,12658.23,12658.23,0.0,0,2172.0,252,79.0,79.0,79.0,1
12690,25883,9020,203,52717,2004,145,1418.0,1388.0,1388.0,19351724.14,20689.66,72.5,4.95,76.0,69.0,69.0,0.0,0.0,0.0,0.0,32,13793.1,6896.55,679.0,0,1398.0,1869,72.5,76.0,69.0,1
12708,25886,53190,200,9020,3763,115,0.0,1418.0,1388.0,12330434.78,17391.3,115.0,0.0,115.0,115.0,0.0,115.0,115.0,0.0,115.0,64,0.0,17391.3,784.04,0,1403.0,1869,115.0,115.0,115.0,1
63115,25889,51252,283,443,3448,89,0.0,2896.0,1448.0,32539325.84,22471.91,89.0,0.0,89.0,89.0,0.0,89.0,89.0,0.0,89.0,64,0.0,22471.91,0.0,0,2172.0,155,89.0,89.0,89.0,1
13157,25883,51990,233,8899,3226,58,96.0,32.0,32.0,2206896.55,68965.52,19.33,7.09,27.0,13.0,40.0,0.0,0.0,0.0,0.0,8,51724.14,17241.38,0.0,0,40.0,-1,19.33,27.0,13.0,1
13631,25883,60081,233,8899,3251,81,352.0,32.0,32.0,4740740.74,148148.15,7.36,3.32,15.0,3.0,66.0,0.0,0.0,0.0,0.0,8,135802.47,12345.68,0.0,0,34.67,-1,7.36,15.0,3.0,1
63982,25889,51563,297,7000,3583,111,0.0,1486.0,1460.0,13387387.39,18018.02,111.0,0.0,111.0,111.0,0.0,111.0,111.0,0.0,111.0,40,0.0,18018.02,827.92,0,756.0,29796,111.0,111.0,111.0,1
12716,25886,56204,200,9020,975,144,0.0,4164.0,1388.0,28916666.67,20833.33,72.0,1.41,73.0,71.0,0.0,144.0,72.0,1.41,73.0,96,0.0,20833.33,0.0,0,1850.67,1869,72.0,73.0,71.0,1
47158,9,443,205,51875,2986,72,1448.0,1448.0,1448.0,40222222.22,27777.78,72.0,0.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,32,13888.89,13888.89,0.0,0,2172.0,252,72.0,72.0,72.0,1
46346,25886,56260,69,7100,1236,121,0.0,0.0,0.0,0.0,16528.93,121.0,0.0,121.0,121.0,0.0,0.0,0.0,0.0,0.0,20,8264.46,8264.46,0.0,0,0.0,4073,121.0,121.0,121.0,1
12447,25883,56361,203,10101,3333,269,2860.0,1430.0,1430.0,15947955.39,11152.42,134.5,74.25,187.0,82.0,82.0,0.0,0.0,0.0,0.0,8,7434.94,3717.47,0.0,0,1906.67,-1,134.5,187.0,82.0,1
47156,7,443,205,43238,3329,77,1441.0,1441.0,1441.0,37428571.43,25974.03,77.0,0.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,32,12987.01,12987.01,0.0,0,2161.5,252,77.0,77.0,77.0,1
12695,25886,52739,200,9020,2326,123,0.0,0.0,0.0,0.0,16260.16,123.0,0.0,123.0,123.0,0.0,0.0,0.0,0.0,0.0,32,8130.08,8130.08,0.0,0,0.0,32679,123.0,123.0,123.0,1
12447,25883,56361,203,10101,3361,167,40.0,20.0,20.0,359281.44,17964.07,83.5,0.71,84.0,83.0,84.0,0.0,0.0,0.0,0.0,8,11976.05,5988.02,0.0,0,26.67,-1,83.5,84.0,83.0,1
46345,25886,52069,68,7100,3447,147,0.0,0.0,0.0,0.0,20408.16,73.5,0.71,74.0,73.0,73.0,0.0,0.0,0.0,0.0,32,13605.44,6802.72,0.0,0,0.0,4096,73.5,74.0,73.0,1
12447,25883,56361,203,10101,3309,158,0.0,80.0,40.0,506329.11,18987.34,79.0,9.9,86.0,72.0,0.0,158.0,79.0,9.9,86.0,24,0.0,18987.34,11.55,0,40.0,-1,79.0,86.0,72.0,1
36410,48248,7253,200,554,3667,6002,0.0,0.0,0.0,0.0,333.22,6002.0,0.0,6002.0,6002.0,0.0,6002.0,6002.0,0.0,6002.0,44,0.0,333.22,0.0,0,0.0,14600,6002.0,6002.0,6002.0,1
12701,25886,52947,200,9020,748,121,0.0,1418.0,1388.0,11719008.26,16528.93,121.0,0.0,121.0,121.0,0.0,121.0,121.0,0.0,121.0,64,0.0,16528.93,784.04,0,1403.0,1869,121.0,121.0,121.0,1
17998,29862,5633,200,554,3671,8351,0.0,0.0,0.0,0.0,359.24,4175.5,4169.81,7124.0,1227.0,0.0,8351.0,4175.5,4169.81,7124.0,68,0.0,359.24,0.0,0,0.0,14600,4175.5,7124.0,1227.0,1
12698,25886,52930,200,9020,664,74,0.0,0.0,0.0,0.0,27027.03,74.0,0.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,32,13513.51,13513.51,0.0,0,0.0,32422,74.0,74.0,74.0,1
47156,7,443,205,43238,3543,226,1441.0,1441.0,1441.0,12752212.39,8849.56,226.0,0.0,226.0,226.0,0.0,0.0,0.0,0.0,0.0,32,4424.78,4424.78,0.0,0,2161.5,252,226.0,226.0,226.0,1
13968,25883,64779,233,9988,3244,237,224.0,32.0,32.0,1080168.78,33755.27,33.86,86.5,230.0,0.0,236.0,0.0,0.0,0.0,0.0,8,29535.86,4219.41,0.0,0,36.0,-1,116.5,230.0,3.0,1
5270,10144,8115,200,554,3695,2131,0.0,0.0,0.0,0.0,938.53,2131.0,0.0,2131.0,2131.0,0.0,2131.0,2131.0,0.0,2131.0,44,0.0,938.53,0.0,0,0.0,14600,2131.0,2131.0,2131.0,1
12698,25886,52930,200,9020,618,75,0.0,0.0,0.0,0.0,26666.67,75.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,32,13333.33,13333.33,0.0,0,0.0,32509,75.0,75.0,75.0,1
